season,episode,scene,location,extra_scene_info
7,16,15,central perk,joey is getting phoebe some coffee.
7,17,1,central perk,"monica, chandler, phoebe, and joey are there. monica is holding a piece of paper."
7,17,2,a street,chandler and ross are at a newsstand.
7,17,3,a bridal shop,phoebe and rachel are waiting for monica who is trying on her wedding dress.
7,17,4,a street,joey is walking by kristen who is still moving in.
7,17,5,kleinman’s,"a horde of women including rachel, phoebe, and monica are waiting for the store to open."
7,17,6,central perk,chandler and ross are there.
7,17,7,central perk,time lapse from the earlier scene.
7,17,8,monica and chandler's,"monica, phoebe, and rachel are admiring monica’s wedding dress."
7,17,9,ross's apartment,ross is getting ready for his date with kristen.
7,17,10,monica and chandler's,"chandler is entering without touching anything with his hands. phoebe, monica, and rachel are there."
7,17,11,grammercy bistero,ross and kristen are waiting for their table to be ready. ross is returning from talking to the matire’d.
7,17,12,monica and chandler's,chandler is entering.
7,17,12,monica and chandler's,chandler is entering.
7,17,13,monica and chandler's,"chandler, joey, and ross are watching a basketball game on the couch."
7,18,1,central perk,phoebe and monica are there as joey is entering excitedly.
7,18,2,n.y.u,ross is giving a lecture.
7,18,3,central perk,monica and phoebe are drinking coffee and phoebe notices a cute guy checking them out.
7,18,4,joey and rachel's,joey is sitting in the chair.
7,18,5,monica’s restaurant kitchen,she’s cooking as phoebe enters.
7,18,6,joey and rachel's,ross is helping joey with his tie.
7,18,7,central perk,phoebe is saying good-bye to her boyfriend jake at the door to central perk.
7,18,8,the 2001 soapie awards,joey’s category is up next and the presenter walks to the podium.
7,18,9,the 2001 soapie awards,the announcer is introducing the next presenter.
7,18,10,joey and rachel's,joey and rachel are entering.
7,18,11,ross’s classroom,he is writing on the board and alan is coming in to see him.
7,18,12,central perk,phoebe is sitting on the couch as monica enters.
7,18,13,silvercup studios,joey and rachel are there to give jessica her award.
7,18,14,monica and chandler's,monica is talking to chandler.
7,18,15,ross’s classroom,he has just finished his lecture and the students are filing out.
7,18,15,ross’s classroom,he has just finished his lecture and the students are filing out.
7,18,16,joey and rachel's,phoebe is entering.
7,18,16,joey and rachel's,phoebe is entering.
7,19,1,central perk,monica and phoebe are on the couch as joey enters.
7,19,2,monica and chandler's,although its really just monica’s now with matthew perry in rehab monica is folding her laundry with ross reading the paper and phoebe standing in the kitchen.
7,19,3,monica and chandler's,joey is entering.
7,19,4,phoebe's apartment,phoebe and rachel are trying to plan monica’s shower.
7,19,5,monica and chandler's,monica is on the couch writing when chandler enters to make his brief cameo.
7,19,6,central perk,ross is there as chandler and monica enters.
7,19,7,a casting director’s office,joey is entering for his callback.
7,19,8,monica and chandler's,joey is telling monica what the casting director was trying to get too.
7,19,9,joey and rachel's,phoebe is entering and rachel is still planning.
7,19,10,ross's apartment,there is a knock on the door and ross opens it to cassie.
7,19,11,ross's apartment,cassie is eating dinner and ross is pacing behind her because of what she’s eating.
7,19,12,phoebe's apartment,it’s monica’s bridal shower and phoebe is passing out some finger food.
7,19,13,joey and rachel's,joey is standing at the counter as monica enters carrying a tray.
7,19,14,ross's apartment,cassie and ross are watching a movie and cassie is pouring ross some more wine as ross has his hands full with the glass and holding the bowl of popcorn in his lap.
7,19,15,outside phoebe's apartment,monica is knocking on the door.
7,19,16,the casting director’s office,"joey is there to show off to the director, so to speak."
7,19,16,the casting director’s office,"joey is there to show off to the director, so to speak."
7,19,17,phoebe's apartment,phoebe is getting out linens for cassie who is in the bathroom.
7,20,1,central perk,"joey, monica, and rachel are sitting on the couch and ross is sitting on the chair, and they’re all talking."
7,20,2,monica and chandler's,monica is working on the seating chart while chandler looks on and rachel reads.
7,20,3,ralph lauren,rachel is showing chandler the selection of tuxedos.
7,20,4,joey and rachel's,joey and phoebe are moving chess pieces around on the board and hitting the timer at random.
7,20,5,central perk,chandler is on the couch reading as ross enters carrying a garment bag.
7,20,6,monica and chandler's,monica is still working on the seating chart as joey enters.
7,20,7,a restaurant,"melissa, rachel, and phoebe are talking."
7,20,8,monica and chandler's,monica is on the couch as chandler disgustedly enters.
7,20,9,the restaurant,continued from earlier.
7,20,10,monica and chandler's,monica and chandler are working on the seating chart as ross enters carrying his tux around.
7,20,11,outside the restaurant,"melissa, phoebe, and rachel are emerging."
7,20,11,outside the restaurant,"melissa, phoebe, and rachel are emerging."
7,20,12,ralph lauren,rachel is hooking chandler up with another tuxedo.
7,21,1,monica and chandler's,monica is at the kitchen table and chandler is in the living room.
7,21,2,joey and rachel's,chandler is getting help writing his vows from joey and ross.
7,21,3,monica and chandler's,monica has hit a writer’s block as rachel and phoebe enter.
7,21,4,central perk,phoebe and rachel are on the couch as joey and ross enter.
7,21,5,central perk,"phoebe, rachel, joey and ross are talking."
7,21,5,central perk,"phoebe, rachel, joey and ross are talking."
7,21,6,monica and chandler's,ross and joey are reading chandler’s new vows.
7,22,1,monica and chandler's,"phoebe, monica, and rachel are sitting around the kitchen table as ross enters."
7,22,2,central perk,rachel is there as ross enters with his all his hair sticking straight up.
7,22,3,monica and chandler's,monica and phoebe are counting the invitations as chandler exits from the bathroom.
7,22,4,a street,rachel is throwing her coat into the porsche and getting in.
7,22,5,central perk,joey and phoebe are on the couch as a man enters.
7,22,6,monica and chandler's,monica is entering from the bedroom carrying two bags of luggage.
7,22,7,central perk,phoebe is there as joey enters.
7,22,8,the porsche,rachel is driving along a highway and ross has finally moved to the death seat and is terrified.
7,22,9,joey and rachel's,"joey is walking from the bathroom to his bedroom and walks past a pile of rachel’s laundry, which just happens to include a selection of panties. he stops, goes back to the basket, looks for rachel, picks up a lavender thong, and heads for his bedroom. however, he decides he doesn’t like his selection and goes back this time picking up a red low-cut silk brief and heads for his room, flexing along the way to prove his masculinity."
7,22,10,las vegas,"we have the typical glamour shots of vegas and the strip before we arrive at 4 queens bar, where chandler and monica are sitting at a table waiting for the show to start. a waiter in drag to chandler and monica has someone taken your order yet?"
7,22,11,the porsche,they have pulled over and are awaiting the cop to come talk to them.
7,22,12,4 queens club,helena handbasket is singing.
7,22,13,central perk,phoebe is sitting on the couch as joey enters strutting.
7,22,14,4 queens club,scene continued from earlier.
7,22,15,the porsche,cars are whizzing by and honking their horns on both sides very quickly as ross creeps along.
7,22,15,the porsche,cars are whizzing by and honking their horns on both sides very quickly as ross creeps along.
7,22,16,central perk,joey is returning from having removed rachel’s panties.
7,23,1,central perk,everyone is there.
7,23,2,monica and chandler's,the girls are having breakfast.
7,23,3,pier 59 studios,"joey is in costume and standing at the craft services table. he checks his pockets and finds some prop coins in a pouch, which he replaces with some cookies."
7,23,4,monica and chandler's,monica is standing in the kitchen ready to leave for the rehearsal dinner.
7,23,5,the rehearsal dinner,chandler and monica are greeting guests as they arrive. a woman enters.
7,23,6,monica and chandler's,"monica, phoebe, and rachel are in the kitchen."
7,23,7,joey and rachel's,"joey is wearing sunglasses and as he exits his bedroom, ross enters the apartment."
7,23,8,monica and chandler's,phoebe and rachel are in the kitchen as there is a knock on the door. rachel answers it.
7,23,9,the hallway,"ross, phoebe, and rachel are discussing the note."
7,23,10,the movie set,joey is getting his make-up touched up as richard approaches.
7,23,11,central perk,gunther is behind the counter as ross enters looking for chandler.
7,23,12,the movie set,richard and joey are doing a scene.
7,23,13,monica and chandler's,"the next morning, rachel and phoebe are eating breakfast."
7,23,14,monica and chandler’s bathroom,the scene is continued from earlier.
7,23,15,joey and rachel's,ross is just hanging up the phone as rachel and phoebe enter.
7,23,16,the movie set,joey is reporting for work.
7,23,17,a street,phoebe and ross are exiting a pizza place.
7,23,18,monica and chandler's,rachel is still trying to stall monica.
7,23,19,the movie set,joey and richard are in the middle of a scene. they are both holding swords.
7,23,20,the hotel,"monica’s room, mr. and mrs. bing are staring at each other while phoebe looks on."
7,23,21,chandler’s hotel room,ross is getting chandler ready.
7,23,22,the hotel,rachel is walking through the ballroom area and comes upon the sign for the anastassakis/papasifakis wedding.
7,23,23,monica’s hotel room,chandler and monica’s parents and phoebe are there as ross enters.
7,23,24,the movie set,"joey is walking up to the director, pleading with him to let him go."
7,23,25,the hotel,phoebe and ross are looking for chandler.
7,23,26,the moment we waited for has finally arrived. it’s time for monica and chandler’s wedding. we’ve got violins playing every breath you take,"we’ve got guests seated, and chandler starts walking down the aisle with his parents on either arm."
7,23,26,the moment we waited for has finally arrived. it’s time for monica and chandler’s wedding. we’ve got violins playing every breath you take,"we’ve got guests seated, and chandler starts walking down the aisle with his parents on either arm."
8,1,1,the wedding hall,"monica and chandler have just said ""i do,"" and the photographer is taking the required pictures. first of monica, chandler, ross and joey."
8,1,2,the wedding hall,continued from earlier.
8,1,3,the reception hall,the party is in full swing.
8,1,4,continued from earlier,only now phoebe joins them.
8,1,5,the women’s restroom,rachel and phoebe are waiting for the outcome of rachel’s second test.
8,1,6,the reception,joey is helping ross walk after gert got through with him and mona is looking on concerned.
8,2,1,the hotel lobby,rachel and phoebe are at the front desk checking out.
8,2,2,ross’s hotel room,he is letting chandler in.
8,2,3,monica and chandler's,phoebe is entering to see monica sitting in front of a mound of wedding gifts.
8,2,4,the banquet room,chandler is under one of the tables as ross enters.
8,2,5,central perk,rachel is sitting on the couch as phoebe enters.
8,2,6,monica and chandler's,obsessive monica has now opened more of the wedding gifts.
8,2,7,the banquet room,ross and chandler are in their tuxes and have started to fake the pictures.
8,2,8,outside central perk,rachel and phoebe are about to go inside.
8,2,9,the banquet room,"ross is taking a picture of a plant, chandler a fork. the band stops."
8,2,10,central perk,continued from earlier.
8,2,11,monica and chandler's,"obsessive monica has finished opening all the presents. she’s ashamed of this, at least, because as someone enters…"
8,2,12,a street,ross walks past tag wearing the same red sweater.
8,3,1,monica and chandler's,monica and chandler are getting ready to go on their honeymoon. monica is entering from the bedroom.
8,3,2,joey and rachel's,joey and phoebe are entering.
8,3,3,the airport ticket counter,monica and chandler are standing in line behind another couple kissing who are next in line to be served.
8,3,4,joey and rachel's,"phoebe and joey are playing rock ‘em, sock ‘em robots ."
8,3,5,the airport,"chandler and monica are following the previous couple through a tiny hallway that proves this is a set on a sound stage and not an actual airport, and see them enter the first class lounge."
8,3,6,the hallway outside ross’s apartment,ross is walking towards his apartment and sees rachel sitting in front of the door.
8,3,7,ross's apartment,continued from earlier.
8,3,8,monica and chandler's,mr. treeger has finished inspecting monica and chandler’s apartment.
8,3,9,the atlantis resort,"chandler and monica are arriving to check in, but are behind the couple from before again."
8,3,10,monica and chandler's,joey is on the phone and phoebe is watching him.
8,3,11,a doctor’s office,rachel is on an examining table with her legs in the stirrups.
8,3,12,joey and rachel's,joey and phoebe are there as rachel and ross return from the doctor’s appointment.
8,4,1,the hallway,chandler and monica are returning from their honeymoon.
8,4,2,monica and chandler's,ross and rachel are entering with the rest of the gang already inside.
8,4,3,monica and chandler's,"time has lapsed, phoebe, joey, chandler, and monica are sitting at the kitchen table."
8,4,4,joey and rachel's,joey is reading a cereal box as ross enters wearing the red sweater.
8,4,5,ross's apartment,ross is on his date with kristen and they’re drinking wine.
8,4,6,joey and rachel's,joey is standing at the counter as ross enters.
8,4,7,monica and chandler's,"monica, chandler, joey, and phoebe are now sitting in the living room."
8,4,8,monica and chandler's,the scene is continued from earlier.
8,4,9,joey and rachel's,rachel is looking at the tape sitting on the counter as ross enters.
8,4,10,monica and chandler's,monica and chandler have gone through the phone book and found greg and jenny’s number which monica has just dialed.
8,5,1,monica’s restaurant kitchen,she is frantically working and is handing two finished dishes to a waitress.
8,5,2,chandler’s office,"he’s working at his computer as his boss, mr. franklin, sticks his head in."
8,5,3,days of our lives set,joey is doing a scene with a co-star as rachel watches on a monitor.
8,5,4,central perk,monica is getting coffee as phoebe enters.
8,5,5,joey and rachel's,rachel is eating at the counter as joey enters.
8,5,6,chandler’s office building,chandler is walking by the elevators and sees bob standing there.
8,5,7,monica and chandler's,monica is in the kitchen as phoebe enters.
8,5,8,chandler’s office building,bob is standing at the elevators and sees chandler walk up.
8,5,9,joey and rachel's,rachel is getting ready for her date and joey is reading a magazine.
8,5,10,central perk,phoebe is reading a magazine as tim enters.
8,5,11,joey and rachel's,joey and ross are having dinner.
8,5,12,outside chandler’s office,chandler is just about to go into his office when bob calls for him from behind.
8,5,13,monica’s restaurant kitchen,monica is waiting for tim who enters.
8,5,14,a street,ross is walking past a newsstand and sees rachel.
8,5,15,central perk,ross is entering and mona from the wedding recognizes him.
8,5,16,chandler’s office,bob is ransacking chandler’s office.
8,6,1,central perk,"everyone is there as chandler and monica enter. oh, and joey is wearing a fdny t-shirt to make this the first nod to the tragedy that friends have made."
8,6,2,a street,phoebe is walking down it and passes ursula.
8,6,3,monica and chandler's,the halloween party has started. monica is setting out some food as rachel enters.
8,6,4,monica and chandler's,the party continues with rachel leaning on the counter as gunther walks in carrying candy.
8,6,5,the hallway,"phoebe is exiting monica and chandler’s, and finds ursula standing in the hallway smoking."
8,6,6,monica and chandler's,chandler and monica are standing in the kitchen.
8,7,1,monica and chandler's,chandler is sitting in the living room as monica enters.
8,7,2,central perk,"ross, rachel, and phoebe are there as someone’s cell phone starts to ring with one of those fancy ring tones."
8,7,3,ross’s building,they are approaching the apartment of the woman who died. ross knocks on the door and a woman answers it.
8,7,4,monica and chandler's,"monica is observing the new maid, brenda, clean."
8,7,5,eric’s apartment,he’s opening the door to reveal phoebe.
8,7,6,central perk,ross is reading some book and gunther serves him a cup of coffee.
8,7,7,monica and chandler's,brenda is sweeping and monica is sitting at the kitchen table.
8,7,8,joey and rachel's,rachel is eating pizza as joey returns from the knicks game.
8,7,9,eric’s apartment,he and phoebe are still making out.
8,7,10,monica and chandler's,brenda is shaking out the rugs on the balcony as monica pouts in the living room.
8,7,11,mrs. verhoeven’s apartment,ross is back to inquire about the elder verhoeven’s health or lack there of.
8,7,12,eric’s apartment,he’s resting on the bed as phoebe enters.
8,7,13,monica and chandler's,brenda is wiping the coffee table and chandler is trying to look at her bra and leans over on the coffee table to get a good look.
8,7,14,the hallway,monica is sitting on the step as rachel returns.
8,7,15,joey and rachel's,"rachel enters and notices that joey has set up a space for the baby where the couch was, complete with a crib."
8,7,16,joey and rachel's,joey and rachel are toasting her staying put.
8,8,1,central perk,"joey, monica, and chandler are sitting on the couch and chair as phoebe is getting coffee."
8,8,2,a restaurant,"rachel and phoebe are having dinner with dr. green, and everyone is looking at the menu."
8,8,3,central perk,chandler and joey are reading a magazine and ross is chatting with mona.
8,8,4,the restaurant,dinner has ended and phoebe and rachel are talking. dr. green is not at the table.
8,8,5,monica and chandler's,"chandler’s bachelor party has begun, what there is of it, with only joey wearing a gold paper top hat and chandler wearing what appears to be a burger king paper crown enjoying a nice product placement of budweisers on ice."
8,8,6,ross's apartment,ross and mona are sitting on the couch.
8,8,7,ross's apartment,continued from earlier.
8,8,8,monica and chandler's,chandler and joey are discussing what to do about the now naked hooker in the guestroom.
8,8,9,ross's apartment,continued from earlier.
8,8,10,monica’s restaurant’s kitchen,"she’s cooking as one of her waiters, stu, comes over to talk to her."
8,8,11,monica and chandler's,joey and chandler are still deciding what to do about the hooker.
8,8,12,joey and rachel's,rachel and phoebe are at the counter as ross enters.
8,8,13,ross's apartment,ross is opening the door to mona. rachel is there as well.
8,8,14,monica and chandler's,the bachelor party has ended and monica is trying to explain herself to chandler.
8,8,15,joey and rachel's,"rachel is being yelled at by her dad over the phone, and he’s been going on for so long rachel is holding the phone away from her ear and reading a book."
8,9,1,joey and rachel's,joey is reading what to expect when you’re expecting as rachel enters from her bedroom.
8,9,2,monica and chandler's,"chandler is watching football, and it’s actually the right game green bay at detroit although not this year’s, as monica is getting everything ready."
8,9,3,monica and chandler's,scene continued from earlier.
8,9,4,monica and chandler's,will has left and the rest of the gang is watching joey finish the turkey.
8,10,1,monica and chandler's,monica is trying on a pair of new boots as chandler enters.
8,10,2,central perk,"phoebe, ross, and rachel are sitting on the couch and ross is talking to rachel’s, who is now showing, stomach."
8,10,3,central perk,"the next day rachel, phoebe, and chandler are there as monica enters."
8,10,4,rachel’s office,joey has brought dina to meet with rachel.
8,10,5,the hallway,"monica is returning, but before she enters the apartment she stops on the step and changes from wearing tennis shoes to the boots and she moans in pain as she puts each boot on."
8,10,6,the hallway,rachel is about to enter her apartment with dina to tell joey the news.
8,10,7,the midfield day school,it’s after school and ben is taking a drink of water as phoebe enters.
8,10,8,a street,chandler and monica are walking down the sidewalk after his office holiday party.
8,10,9,joey and rachel's,"dina and rachel are reading pregnancy books, dina pregnancy for dummies and rachel something else."
8,10,10,sting’s apartment,"phoebe has come to talk about jack and is waiting for sting’s wife, trudie styler, to enter."
8,10,11,the street,chandler is carrying monica past a store window.
8,10,12,joey and rachel's,joey and rachel are still discussing bobby and dina’s situation.
8,10,13,central perk,phoebe and ross are there.
8,11,1,central perk,rachel is looking around the shop as phoebe returns from getting some more coffee.
8,11,2,central perk,joey and ross are there as mona enters.
8,11,3,chandler’s office,"his boss doug is entering, monica is there as well."
8,11,4,ross's apartment,there’s a knock on the door and he opens it to mona.
8,11,5,rachel’s doctor’s office,she is waiting for her doctor as a nurse enters.
8,11,6,central perk,monica and phoebe are there as rachel enters.
8,11,7,chandler’s office,doug is entering.
8,11,8,central perk,ross is getting mona some coffee.
8,11,9,joey and rachel's,ross is telling rachel and monica about yet another mistake he’s made with a woman.
8,11,10,a strip club,doug and chandler are there.
8,11,11,ross's apartment,a locksmith has finished changing the locks on ross’s door.
8,11,12,monica and chandler's,monica is eating dinner as chandler enters.
8,11,13,joey and rachel's,rachel is on the phone.
8,11,14,joey and rachel's,rachel is there as phoebe enters.
8,12,1,monica and chandler's,monica and chandler are entering carrying groceries and find phoebe already there standing in front of a huge object that has been gift wrapped.
8,12,2,central perk,joey and rachel are there as ross enters.
8,12,3,monica and chandler's,monica is watching phoebe play ms. pac-man .
8,12,4,joey and rachel's,rachel is getting ready for her date with joey as there is a knock on the door.
8,12,5,n.y.u,ross is teaching a class.
8,12,6,the freeman building,ross is entering his new class completely out of breath.
8,12,7,a restaurant,a waitress is taking joey and rachel’s dinner order.
8,12,8,monica and chandler's,monica is entering to find chandler playing ms. pac-man .
8,12,9,joey and rachel's,joey and rachel are returning from their date.
8,12,10,central perk,ross is telling rachel about his class location predicament.
8,12,11,monica and chandler's,monica is trying to erase chandler’s dirty words while he looks on.
8,12,12,n.y.u,"ross’s new class, he is entering out of breath."
8,12,13,a restaurant,joey is on his hot date and they’re not speaking right now.
8,12,14,monica and chandler's,now it’s phoebe’s turn to erase chandler from the board.
8,12,15,joey and rachel's,rachel is watching cujo while joey returns from his date scaring rachel.
8,12,16,n.y.u,"ross’s new class, this time he’s actually about to do a lecture."
8,13,1,joey and rachel’s,joey is at the counter eating a bowl of frosted flakes .
8,13,2,monica and chandler’s,chandler is sitting on the couch watching tv as monica comes out of the bathroom.
8,13,3,central perk,phoebe and rachel are sitting on the couch. ross sits down.
8,13,4,monica and chandler’s,monica comes from the bathroom as chandler enters.
8,13,5,the doctor’s office,"the doctor is writing something as rachel is on the table, and ross is standing."
8,13,6,chandler and monica’s,monica is entering.
8,13,7,central perk,ross is sitting on the chair as rachel walks in.
8,13,8,rachel and joey’s,joey is sitting on his recliner as phoebe enters.
8,13,9,central perk,rachel is on the couch as ross enters.
8,13,10,monica and chandler’s,chandler enters as monica comes from the bathroom.
8,13,11,joey and rachel’s,joey is sitting at the counter eating cocoa puffs .
8,13,12,chandler and monica’s bathroom,both are sitting on opposite ends of the bathtub.
8,14,1,the hallway,phoebe walks up to and knocks on chandler and monica’s door.
8,14,2,joey’s bedroom,joey is having a dream about rachel giving birth with him as the father.
8,14,3,monica and chandler's,monica has opened another wedding present as chandler enters.
8,14,4,central perk,joey and rachel are there as ross enters.
8,14,5,phoebe's apartment,monica is lying on the massage table waiting for phoebe.
8,14,6,monica and chandler's,chandler has a box of keys and is trying them on the secret closet when someone enters.
8,14,7,the hospital,joey is in the waiting room as rachel comes back out with the doctor.
8,14,8,monica and chandler's,joey and chandler are still working on the door.
8,14,9,central perk,phoebe is on the couch as monica enters.
8,14,10,joey and rachel's,rachel is balancing an aluminum can on her stomach as ross enters.
8,14,11,monica and chandler's,chandler is pounding out the hinge pins on the closet door to get it open.
8,14,12,joey and rachel's,joey is drinking a gallon of orange juice as chandler enters.
8,14,13,phoebe's apartment,phoebe is giving monica another massage.
8,14,13,phoebe's apartment,phoebe is giving monica another massage.
8,15,1,central perk,rachel is getting a cup of coffee as joey and phoebe enter and sit down.
8,15,2,monica and chandler’s,phoebe and ross are sitting in the living room talking.
8,15,3,joey and…wait…just joey’s,joey is sitting at the counter eating a pizza.
8,15,4,monica and chandler’s,chandler enters with a bouquet of roses.
8,15,5,joey’s,joey is playing fetch with the dog.
8,15,6,monica and chandler’s,chandler is sitting on the couch staring at the tape on the coffee table with his eyes huge and his mouth wide open.
8,15,7,central perk,ross is sitting on the couch reading a magazine as mona enters.
8,15,8,central perk,ross and phoebe are sitting on the couch.
8,15,9,joey’s. joey is laying on his recliner,"depressed, and the dog is laying on the footrest."
8,15,10,ross and…rachel’s…i guess i have to call it that now,rachel is reading on the couch as ross enters.
8,15,11,monica and chandler’s,monica and chandler are sitting on the couch still staring at the screen.
8,15,12,central perk,ross is getting coffee as joey comes from…god knows where! some back area of central perk around the corner that we’ve never seen! weeeiiirrrddd….
8,15,13,ross and rachel’s,rachel is standing in front of the tv holding a video.
8,16,1,central perk,joey is talking to ross
8,16,2,central perk,rachel and chandler are on the couch.
8,16,3,ross and rachel's,ross is opening the door to monica.
8,16,4,central perk,monica and chandler are on the couch as phoebe enters with monica’s soul mate.
8,16,5,joey’s apartment,there’s a knock on the door and joey answers it to ross.
8,16,6,central perk,phoebe and chandler are watching monica and don talk.
8,16,7,outside ross and rachel's,"joey walks up to knock on the door, but stops."
8,16,8,monica and chandler's,monica and chandler are entering.
8,16,9,a restaurant,joey and rachel are having dinner.
8,16,10,a restaurant,joey and rachel are still hugging as a waiter walks by the table to talk to the annoying waiter from before who is watching.
8,17,1,the hallway,rachel walks up the stairs and knocks on joey’s door.
8,17,2,central perk,"phoebe is holding a book as she, rachel, and monica drink some tea as chandler looks on."
8,17,3,monica and chandler's,chandler is cooking as rachel paces nervously.
8,17,4,a newsstand,phoebe is looking at a magazine as the guy from before walks by and picks up a newspaper.
8,17,5,outside mona’s apartment,ross is knocking on the door.
8,17,6,monica and chandler's,monica and chandler are sorting their cds.
8,17,7,mr. zelner’s office,he’s in a meeting as joey bursts in.
8,17,8,a restaurant,phoebe and jim are on their date.
8,17,9,monica and chandler's,"monica, chandler, and now rachel are organizing cds."
8,17,10,mona’s apartment,"she and her date are making out as ross flips through a magazine while lying behind the couch and sees something that he likes. meanwhile, mona’s date takes off ross’s shirt and mona throws it on the floor. while they start making out again, ross tries to pull the rug the shirt is on over to him, but while he does that he moves the coffee table and it bumps into the couch."
8,17,11,mr. zelner’s office,rachel is knocking on the door.
8,17,12,a street,phoebe and monica are walking down it.
8,17,13,monica and chandler's,chandler is watching joey pace nervously as rachel enters.
8,17,14,ross and rachel's,ross is ordering something over the phone from a catalog.
8,18,1,central perk,everyone is there.
8,18,2,chandler and monica’s,they’re getting ready to leave for the party.
8,18,3,the anniversary party,ross and rachel are arriving and see his parents. mr. and
8,18,4,the anniversary party,ross and rachel have just gotten another wedding present.
8,18,5,phoebe’s apartment,parker and her are entering.
8,18,6,ross and rachel’s,they’re returning from the party.
8,18,6,ross and rachel’s,they’re returning from the party.
8,18,7,central perk,ross and monica are there.
8,19,1,monica and chandler's,everyone except phoebe is there as rachel enters carrying a magazine.
8,19,2,central perk,joey is there for his interview and everyone but phoebe are hiding on the couch.
8,19,3,chandler and joey's and ross's,"chandler is entering and when he closes the door joey pops his head out of the fort like before, but this time he's wearing a cowboy hat."
8,19,4,chandler and joey's,chandler enters to find joey lying in the fetus position on the floor.
8,19,5,joey and rachel's apartment,chandler is entering to find joey bingeing on the food from the fridge. joey isn’t doing all that well.
8,19,6,the hallway,chandler and rachel are on their knees with forks trying to salvage what they can of the cheesecake off of the floor.
8,19,7,central perk,continued from earlier.
8,19,8,joey's apartment,joey and rachel are eating spaghetti in the living room while watching tv and rachel drops some on the floor.
8,19,9,chandler and joey's,joey is reading a script as ross enters
8,19,10,central perk,phoebe is sitting on the couch as joey enters strutting.
8,19,11,joey and rachel's,joey and ross are napping together again and both wake up at the same time.
8,19,12,the street,joey is messing with a car cover and still wearing the porsche stuff. this guy playing street football catches a pass next to the car cover joey is fooling around with.
8,19,13,monica and chandler's,everyone is reading joey’s interview.
8,20,1,monica and chandler's,monica and phoebe are preparing for rachel’s baby shower.
8,20,2,joey's apartment,joey is reading a script as ross and chandler enter carrying a basketball.
8,20,3,monica and chandler's,rachel’s baby shower is underway. monica and phoebe are working in the kitchen.
8,20,4,joey's apartment,the guys are still playing bamboozled.
8,20,5,monica and chandler's,the baby shower is continuing as rachel walks over to monica and phoebe.
8,20,6,joey's apartment,the guys are still playing the game only everyone is really into it.
8,20,7,monica and chandler's,the baby shower has ended and everyone except for mrs. green have left who is talking to rachel while monica and phoebe are cleaning up.
8,20,8,joey’s audition,joey is being shown in.
8,20,9,monica and chandler's,mrs. green is telling ross what needs to be done to baby proof his apartment.
8,20,10,ross and rachel's,ross is helping rachel study for when the baby comes.
8,21,1,central perk,everyone is there except monica as ross enters carrying a huge stack of newspapers.
8,21,2,ross and rachel's,"it’s late at night, rachel is sitting on the couch in the dark wide-awake as ross walks to the bathroom."
8,21,3,monica and chandler's,"monica is cooking as chandler looks on. joey entering hey uh monica, i can’t remember. did we say we were gonna meet here or at the movies?"
8,21,4,the baby furniture store,ross and rachel are checking out.
8,21,5,central perk,phoebe is there as rachel enters.
8,21,6,the new school,"monica, carrying her dish, and joey are confronting the food critic."
8,21,7,ross and rachel's,ross and rachel are unpacking and setting up their new purchases.
8,21,8,ross and rachel's,continued from before.
8,21,9,monica and chandler's,chandler and phoebe are entering.
8,21,10,the cooking class,joey is trying to cook as the teacher walks over to him.
8,21,11,monica and chandler's,chandler and phoebe are still working on his interviewing techniques.
8,21,12,the cooking class,everyone has finished baking a batch of cookies and the teacher is going around tasting them.
8,21,13,an office building,chandler is on his interview.
8,21,14,ross and rachel's,ross is returning from his date.
8,21,15,the new school,joey and monica are walking down a hallway.
8,22,1,central perk,joey is showing everyone a poster as ross enters.
8,22,2,central perk,"time lapse, and rachel is entering still pregnant."
8,22,3,monica and chandler's,"phoebe, chandler, joey, and monica are there as rachel enters."
8,22,4,the world premiere of over there,joey and chandler are arriving in a limo and are about to walk down the red carpet.
8,22,5,monica and chandler's,"rachel is entering, still pregnant."
8,22,6,inside joey’s premiere,he is intently watching the movie.
8,22,7,dr. long’s office,ross and rachel are waiting for the doctor. ross is drumming his fingers on the bed.
8,22,8,joey’s premiere,the movie is ending and it takes the applause to wake up chandler.
8,22,9,central perk,ross and rachel are there as phoebe and monica enter.
8,22,10,monica and chandler's,chandler is there as joey enters.
8,22,11,ross and rachel's,ross and rachel are trying the home remedies again.
8,22,12,monica and chandler's,monica is paying phoebe.
8,23,1,the hospital,"ross and rachel, who’s in a wheelchair, are arriving in the waiting room for the maternity ward."
8,23,2,the semi,"private labor room, rachel is in bed, ross is fooling around, and dr. long is checking on rachel."
8,23,3,the waiting room,the rest of the gang is lounging around.
8,23,4,the semi,"private labor room, time lapse, ross is massaging out a cramp on rachel’s hip as marc opens up the privacy screen."
8,23,5,the hallway,ross comes out and hugs mrs. geller.
8,23,6,the waiting room,ross is explaining to the gang what happened with his mother.
8,23,7,the semi,"private labor room, ross is returning to find another couple has taken the place of marc and julie."
8,23,8,outside the nursery,chandler is looking at the babies as monica walks up.
8,23,9,the vending machines,phoebe is buying a soda and joey is shaking the candy machine.
8,23,10,the semi,"private labor room, evil bitch and sick bastard are gone and ross has just finished talking to a nurse as rachel stands and stretches."
8,23,11,another waiting room,phoebe and joey are trying to find out where the guy with the broken leg is.
